"대지위치","시군구코드명","법정동코드명","대지구분코드명","주지번","부지번","특수지명","블록번호","로트번호","새주소도로코드명","새주소법정동코드명","새주소지상지하구분코드명","새주소주지번","새주소부지번","건축물대장일련번호","대장구분코드명","대장종류코드명","대지면적","건축면적","건폐율","연면적","용적률산정연면적","용적률","주용도코드","주용도코드명","기타용도내용","세대수","가구수","호수","승용승강기수","비상용승강기수","주건축물수","부속건축물수","부속건축물면적","총주차수","옥내기계식대수","옥내기계식면적","옥외기계식대수","옥외기계식면적","옥내자주식대수","옥내자주식면적","옥외자주식대수","옥외자주식면적","허가일자","착공일자","사용승인일자","에너지효율등급값","에너지절감률","EPI점수","친환경건축물등급값","친환경건축물인증점수","지능형건축물등급값","지능형건축물인증점수"
"서울특별시 마포구 염리동 532","서울특별시 마포구","염리동","대지","0532","0000","","","","대흥로24길","대흥동","지상","24","0","10151100282483","집합","총괄표제부","63183.6","12588.8224","19.92","265936.921","159048.0615","251.72","02000","공동주택","공동주택(아파트),근린생활시설","1694","","103","","","23","39","102376.5233","2084","","","","","2084","86153.4011","","","2014-06-05","2018-03-28","2021-12-30","1+","136.8","86.87","2","66.05","",""
"서울특별시 마포구 서교동 386-6","서울특별시 마포구","서교동","대지","0386","0006","","","","양화로7길","서교동","지상","30","","1000000000000004413135","일반","총괄표제부","584.1","","","1297.9","757.24","0","03000","제1종근린생활시설","근린생활시설, 주택","","","","","","2","","","9","","","","","7","240.25","2","23","1996-10-09","1997-04-15","1998-03-20","","","","","","",""
"서울특별시 영등포구 대림동 967-2","서울특별시 영등포구","대림동","대지","0967","0002","","","","","","","","","1000000000000004371269","집합","총괄표제부","607.88","356.88","58.7","1015.84","1015.84","167.11","02000","공동주택","도시형생활주택(단지형다세대주택)","26","","","","","2","","","15","","","","","15","225","","","2022-06-22","2023-12-25","2024-09-25","","","","","","",""
"서울특별시 종로구 명륜2가 229","서울특별시 종로구","명륜2가","대지","0229","0000","","","","","","지상","","","1002174","일반","총괄표제부","","","","36.36","","","03000","제1종근린생활시설","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 영등포구 당산동4가 88","서울특별시 영등포구","당산동4가","대지","0088","0000","","","","당산로41길","당산동4가","지상","23","0","10201697","집합","총괄표제부","0","3238.04","0","50327.88","45279.53","0","02000","공동주택","아파트","510","0","","","","7","0","2126.55","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 노원구 중계동 363","서울특별시 노원구","중계동","대지","0363","0000","","","","한글비석로8길","중계동","지상","20","","10121262","집합","총괄표제부","0","4485.93","0","70675.66","56863.71","0","02000","공동주택","아파트,구매시설,생활시설,의료시설","400","","20","","","7","3","9110.12","","","","","","","","","","1991-08-29","1991-09-01","1993-06-30","","","","","","",""
"서울특별시 영등포구 영등포동3가 6-1","서울특별시 영등포구","영등포동3가","대지","0006","0001","","","","영등포로","영등포동3가","지상","220","","1020132","일반","총괄표제부","","272.42","","1261.68","1110.64","","04000","제2종근린생활시설","영업용당구장,사설강습소,근린생활시설","","","","","","6","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 강남구 청담동 10","서울특별시 강남구","청담동","대지","0010","0000","","","","학동로77길","청담동","지상","49","","10241234","집합","총괄표제부","0","1837.91","0","24625.97","18564.03","0","02000","공동주택","아파트, 근린생활시설 ","184","0","","","","2","0","0","207","0","0","0","0","134","0","73","0","","","","","","","","","",""
"서울특별시 구로구 신도림동 644","서울특별시 구로구","신도림동","대지","0644","0000","","","","경인로","신도림동","지상","643","","10181171","집합","총괄표제부","18021.1","7732.85","42.91","98211.211","75361.49","418.18","02000","공동주택","공동주택(아파트), 생활편익시설 외1","655","0","","","","5","8","18907.37","779","0","0","0","0","714","260005","65","0","","","","","","","","","",""
"서울특별시 은평구 불광동 444-57","서울특별시 은평구","불광동","대지","0444","0057","","","","연서로","불광동","지상","35","","1000000000000004616371","일반","총괄표제부","212","82.62","38.97","277.69","162.63","76.71","01000","단독주택","단독주택,근린생활시설","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 용산구 효창동 3-306","서울특별시 용산구","효창동","대지","0003","0306","","","","효창원로93길","효창동","지상","51","0","10041100191272","일반","총괄표제부","2465.256","1463.37","59.36","5033.38","2492.67","101.11","10000","교육연구시설","교육연구시설 및 사회복지시설","","","","","","2","","","25","","","","","19","574.91","6","210","","","","","","","","","",""
"서울특별시 동작구 흑석동 10","서울특별시 동작구","흑석동","대지","0010","0000","","","","현충로","흑석동","지상","115","0","10211961","집합","총괄표제부","0","6232.79","0","83345.95","77288.66","0","02000","공동주택","아파트","660","0","","","","10","","","","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 송파구 풍납동 514","서울특별시 송파구","풍납동","대지","0514","0000","","","","올림픽로43길","풍납동","지상","34","0","10251100533078","집합","총괄표제부","22756.2","5011.29","22.02","113285.07","68201.53","299.71","02000","공동주택","공동주택(아파트)","697","","","","","7","9","45369.61","941","","","","","941","38992.07","","","2014-04-07","2016-11-17","2019-11-14","1","126.9","","2","","",""
"서울특별시 송파구 가락동 913","서울특별시 송파구","가락동","대지","0913","0000","","","","송파대로","가락동","지상","345","","10251100548706","집합","총괄표제부","346570.4","67270.07","19.41","1563379.68","991121.07","285.98","02000","공동주택","공동주택(아파트)","9510","","617","","","93","75","543517.68","12602","","","","","12585","510725.8","17","215.5","2008-04-07","2015-10-22","2018-12-28","1+","111.4","","2","69.2","",""
"서울특별시 송파구 문정동 12-1","서울특별시 송파구","문정동","대지","0012","0001","","","","문정로","문정동","지상","73","","10251412","일반","총괄표제부","18317.8","3698.64","20.19","11232.47","11196.47","61.12","10000","교육연구시설","교육연구시설","","","","","","3","4","265.5","","","","","","","","","","1990-05-16","","1990-05-16","","","","","","",""
"서울특별시 강동구 상일동 476","서울특별시 강동구","상일동","대지","0476","0000","","","","구천면로","상일동","지상","557","","10261433","집합","총괄표제부","","3275.53","","40616.51","36598.61","","02000","공동주택","아파트","410","","19","","","6","2","781.2","185","","","","","","","185","","","","","","","","","","",""
"서울특별시 동작구 본동 143","서울특별시 동작구","본동","대지","0143","0000","","","","","","지상","","","10211186","일반","총괄표제부","","51.28","","51.28","51.28","","01000","단독주택","","","2","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 본동 169","서울특별시 동작구","본동","대지","0169","0000","","","","","","지상","","","10211188","일반","총괄표제부","","39.66","","118.98","79.32","","03000","제1종근린생활시설","영업용","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 본동 190-3","서울특별시 동작구","본동","대지","0190","0003","","","","매봉로","본동","지상","173","","10211189","일반","총괄표제부","","215.4","","783.54","596.79","","03000","제1종근린생활시설","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 본동 258-7","서울특별시 동작구","본동","대지","0258","0007","","","","","","지상","","","10211191","일반","총괄표제부","","62.04","","62.04","62.04","","03000","제1종근린생활시설","영업용","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 본동 294","서울특별시 동작구","본동","대지","0294","0000","","","","","","지상","","","10211196","일반","총괄표제부","","23.14","","23.14","23.14","","01000","단독주택","주택","","2","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 신대방동 604","서울특별시 동작구","신대방동","대지","0604","0000","","","","","","지상","","","10211200","일반","총괄표제부","","178.52","","178.52","178.52","","01000","단독주택","주택","","5","","","","5","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 신대방동 607-6","서울특별시 동작구","신대방동","대지","0607","0006","","","","","","지상","","","10211201","일반","총괄표제부","","339.51","","369.26","339.51","","01000","단독주택","","","3","","","","4","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 대방동 382-4","서울특별시 동작구","대방동","대지","0382","0004","","","","","","지상","","","10211203","일반","총괄표제부","","168.18","","192.63","192.63","","01000","단독주택","","","3","","","","3","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동작구 흑석동 49-1","서울특별시 동작구","흑석동","대지","0049","0001","","","","","","지상","","","10211204","일반","총괄표제부","","56.2","","56.2","56.2","","03000","제1종근린생활시설","","","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 도봉구 도봉동 641","서울특별시 도봉구","도봉동","대지","0641","0000","","","","마들로","도봉동","지상","684","9","10111482","집합","총괄표제부","56619.48","11496.69","20.3","155488.34","0","246.82","02000","공동주택","공동주택","2450","0","","","","17","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
